id,video_path,question,options,gold,pred_video,pred_7B_note,pred_72B_note,score_video,score_7B,score_72B,note_7B,note_72B
55459_clip_13_operation,videos/level_1/55459/clip_13.mp4,What is the person doing with the fine tweezers?,"{""A"": ""Placing coriands onto embryos"", ""B"": ""Removing coriands from embryos"", ""C"": ""Adjusting the position of embryos"", ""D"": ""Measuring distance between coriands""}","""B""",C,C,C,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [""pipette 100uL onto well A1""],
  ""objects_manipulated"": [""pipette"", ""sample""],
  ""tool_object_interaction"": [""pipette吸取100微升液体并注入A1孔中""]
}
```","```json
{
  ""actions_performed"": [
    ""manipulate embryo with forceps""
  ],
  ""objects_manipulated"": [
    ""embryo""
  ],
  ""tool_object_interaction"": [
    ""forceps grasp and reposition embryo""
  ]
}
```"
3691_clip_25_operation,videos/level_1/3691/clip_25.mp4,What is the researcher doing with the instrument near the striatum?,"{""A"": ""Injecting fluid into brain tissue"", ""B"": ""Probing brain tissue depth"", ""C"": ""Extracting brain tissue"", ""D"": ""Repositioning brain tissue""}","""C""",B,D,B,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [""manipulate jellyfish with forceps""],
  ""objects_manipulated"": [""jellyfish""],
  ""tool_object_interaction"": [""forceps grip and move jellyfish""]
}
```","```json
{
  ""actions_performed"": [
    ""manipulate a transparent object with forceps""
  ],
  ""objects_manipulated"": [
    ""a small, transparent, jelly-like object""
  ],
  ""tool_object_interaction"": [
    ""forceps grasp and slightly stretch the transparent object""
  ]
}
```"
3691_clip_12_operation,videos/level_1/3691/clip_12.mp4,What is the person isolating under the microscope?,"{""A"": ""A tissue sample from the brain"", ""B"": ""The eyes from the embryo"", ""C"": ""The spinal cord from the embryo"", ""D"": ""The brain from the embryo""}","""D""",C,B,B,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL onto well A1""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""well A1""
  ],
  ""tool_object_interaction"": [
    ""The pipette is used to transfer a precise volume of liquid into the well.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette a liquid into a petri dish"",
    ""place a small object into the petri dish using a pipette""
  ],
  ""objects_manipulated"": [
    ""petri dish"",
    ""pipette"",
    ""small object (possibly a biological sample)""
  ],
  ""tool_object_interaction"": [
    ""pipette tip touches the surface of the liquid in the petri dish"",
    ""pipette releases the small object into the petri dish""
  ]
}
```"
3691_clip_13_operation,videos/level_1/3691/clip_13.mp4,What is the person doing with the scalpel to the cephalic vesicles?,"{""A"": ""Cutting along the medial part"", ""B"": ""Lifting without cutting"", ""C"": ""Cutting along the lateral part"", ""D"": ""Detaching at the base""}","""A""",A,B,B,1.0,0.0,0.0,"```json
{
  ""actions_performed"": [""manipulate small objects with tweezers""],
  ""objects_manipulated"": [""small, translucent objects""],
  ""tool_object_interaction"": [""tweezers grip and move the small objects""]
}
```","```json
{
  ""actions_performed"": [
    ""manipulate tissue samples with forceps""
  ],
  ""objects_manipulated"": [
    ""tissue samples""
  ],
  ""tool_object_interaction"": [
    ""forceps grasp and reposition tissue samples""
  ]
}
```"
56997_clip_32_operation,videos/level_1/56997/clip_32.mp4,What is the person doing with the microsurgical crescent knife?,"{""A"": ""Pulling the secured petal away with the knife"", ""B"": ""Gently peeling off intact RPE sheets from the basement membrane"", ""C"": ""Cutting through the RPE choroid sclera complex"", ""D"": ""Removing the entire tissue complex from the Petri dish""}","""B""",B,B,B,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""manipulate small object with forceps""],
  ""objects_manipulated"": [""small object""],
  ""tool_object_interaction"": [""forceps grip and move the small object""]
}
```","```json
{
  ""actions_performed"": [
    ""manipulate small object with forceps"",
    ""position pipette tip near object""
  ],
  ""objects_manipulated"": [
    ""small dark object held by forceps"",
    ""pipette tip""
  ],
  ""tool_object_interaction"": [
    ""forceps grip and hold object"",
    ""pipette tip approaches object, possibly for liquid addition or aspiration""
  ]
}
```"
56997_clip_25_operation,videos/level_1/56997/clip_25.mp4,What is the person doing with the toothed forceps?,"{""A"": ""Steadily pushing the lens capsule into the eye cup"", ""B"": ""Grasping the lens capsule with smooth forceps"", ""C"": ""Gently pulling out the lens capsule and iris epithelium"", ""D"": ""Cutting the iris epithelium away from the lens""}","""C""",C,C,C,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""pipette吸取并转移液体""
  ],
  ""objects_manipulated"": [
    ""培养皿中的液体滴""
  ],
  ""tool_object_interaction"": [
    ""使用移液管吸取培养皿中的液体滴，并将其转移到其他位置。""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""manipulate black spherical objects with forceps""
  ],
  ""objects_manipulated"": [
    ""black spherical objects""
  ],
  ""tool_object_interaction"": [
    ""forceps grasp and reposition black spherical objects""
  ]
}
```"
56997_clip_30_operation,videos/level_1/56997/clip_30.mp4,What is the person doing with their non-dominant hand during the tissue dissection?,"{""A"": ""Placing the retina onto a slide"", ""B"": ""Tugging the retina from the edges"", ""C"": ""Securing the RPE choroid sclera complex"", ""D"": ""Cutting the sclera complex""}","""C""",C,C,C,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""manipulate small black object with forceps""],
  ""objects_manipulated"": [""small black object""],
  ""tool_object_interaction"": [""forceps grip and move the small black object""]
}
```","```json
{
  ""actions_performed"": [
    ""manipulate small object with forceps""
  ],
  ""objects_manipulated"": [
    ""small black object""
  ],
  ""tool_object_interaction"": [
    ""forceps grasp and reposition the small black object""
  ]
}
```"
2355_clip_28_operation,videos/level_1/2355/clip_28.mp4,What is the person doing to mix the contents of the tube after adding media?,"{""A"": ""Pouring the media while swirling"", ""B"": ""Swirling by hand without pipetting"", ""C"": ""Vortex mixing the tube briefly"", ""D"": ""Pipetting up and down gently""}","""D""",D,C,D,1.0,0.0,1.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from bottle into test tube""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""bottle"",
    ""test tube""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体注入试管""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a test tube""
  ],
  ""objects_manipulated"": [
    ""test tube"",
    ""pipette""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into the test tube"",
    ""liquid is dispensed from the pipette into the test tube""
  ]
}
```"
2355_clip_3_operation,videos/level_1/2355/clip_3.mp4,What is the person doing with the pipette in the cell culture?,"{""A"": ""Adding transfection reagents to the cells"", ""B"": ""Gently swirling the reagents in the culture dish"", ""C"": ""Removing old media before reagent addition"", ""D"": ""Plating new cells into the culture vessel""}","""A""",A,A,A,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""pipette 100uL onto test tube""],
  ""objects_manipulated"": [""pipette"", ""test tube""],
  ""tool_object_interaction"": [""pipette吸取100微升液体并注入试管中""]
}
```","```json
{
  ""actions_performed"": [
    ""pipette blue liquid into a test tube""
  ],
  ""objects_manipulated"": [
    ""blue liquid"",
    ""test tube""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into the test tube""
  ]
}
```"
2355_clip_32_operation,videos/level_1/2355/clip_32.mp4,What is the person doing with the pipette after aspirating the media?,"{""A"": ""Slowly adding fresh warmed media to the cells"", ""B"": ""Adding additional reagents to the existing media"", ""C"": ""Mixing the aspirated media back into the dish"", ""D"": ""Removing media without subsequent replacement""}","""A""",A,A,A,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""pipette 50uL from bottle labeled '50media Lysate 812110' into well A1""
  ],
  ""objects_manipulated"": [
    ""bottle labeled '50media Lysate 812110'"",
    ""pipette"",
    ""well A1""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取50uL液体并注入培养皿中的A1孔中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a multi-well plate""
  ],
  ""objects_manipulated"": [
    ""multi-well plate"",
    ""pipette"",
    ""liquid""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into a well of the multi-well plate""
  ]
}
```"
57573_clip_10_operation,videos/level_1/57573/clip_10.mp4,What is the person doing with the syringe?,"{""A"": ""Drawing PDMS into the syringe barrel"", ""B"": ""Measuring volume using syringe markings"", ""C"": ""Attaching a needle to the syringe tip"", ""D"": ""Expelling liquid from the syringe""}","""A""",A,D,D,1.0,0.0,0.0,"```json
{
  ""actions_performed"": [""inject liquid into container""],
  ""objects_manipulated"": [""syringe"", ""container labeled PDMS 404""],
  ""tool_object_interaction"": [""syringe is inserted into container to inject liquid""]
}
```","```json
{
  ""actions_performed"": [""inject liquid into a labeled container""],
  ""objects_manipulated"": [""green syringe"", ""transparent labeled container""],
  ""tool_object_interaction"": [""green syringe is inserted into the container and liquid is dispensed""]
}
```"
57573_clip_17_operation,videos/level_1/57573/clip_17.mp4,What is the person doing with the polymeric sample?,"{""A"": ""Cleaning the sample holder before placement"", ""B"": ""Adjusting its position on the sample holder"", ""C"": ""Mounting it onto the sample holder"", ""D"": ""Removing it from the sample holder""}","""C""",C,C,C,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""open the door of the UV chamber"",
    ""press buttons on the UV curing machine"",
    ""handle a small metallic component""
  ],
  ""objects_manipulated"": [
    ""UV chamber door"",
    ""UV curing machine"",
    ""small metallic component""
  ],
  ""tool_object_interaction"": [
    ""door opens to reveal interior"",
    ""buttons are pressed to operate machine"",
    ""component is held and examined""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""open the UV chamber door"",
    ""place a substrate into the UV chamber"",
    ""close the UV chamber door"",
    ""press a button on the OmniCure S2000 device""
  ],
  ""objects_manipulated"": [
    ""UV chamber door"",
    ""substrate"",
    ""OmniCure S2000 device""
  ],
  ""tool_object_interaction"": [
    ""gloved hand interacts with the UV chamber door to open and close it"",
    ""substrate is carefully placed inside the UV chamber"",
    ""gloved hand presses a button on the OmniCure S2000 device""
  ]
}
```"
57573_clip_16_operation,videos/level_1/57573/clip_16.mp4,What is the person doing with the UV glue onto the glass slide?,"{""A"": ""Applying adhesive tape"", ""B"": ""Securing the film pieces"", ""C"": ""Measuring the glue quantity"", ""D"": ""Placing the pieces without adhesion""}","""B""",C,C,C,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL onto well A1""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""well A1""
  ],
  ""tool_object_interaction"": [
    ""The pipette is used to transfer liquid from a reservoir into well A1.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid onto a marked surface""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""marked surface""
  ],
  ""tool_object_interaction"": [
    ""pipette tip touches the marked surface and releases liquid""
  ]
}
```"
57982_clip_18_operation,videos/level_1/57982/clip_18.mp4,What is the person doing with the cells?,"{""A"": ""Centrifuging them with PBS"", ""B"": ""Diluting them in PBS"", ""C"": ""Washing them with PBS"", ""D"": ""Resuspending them in PBS""}","""D""",C,B,C,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [""pipette 100uL from bottle into test tube""],
  ""objects_manipulated"": [""bottle"", ""test tube""],
  ""tool_object_interaction"": [""pipette吸取100微升液体并注入试管""]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a Falcon bottle""
  ],
  ""objects_manipulated"": [
    ""Falcon bottle"",
    ""pipette""
  ],
  ""tool_object_interaction"": [
    ""pipette tip inserted into Falcon bottle""
  ]
}
```"
57982_clip_14_operation,videos/level_1/57982/clip_14.mp4,What is the person doing with the cell counting device?,"{""A"": ""Recording numbers while holding the device"", ""B"": ""Counting cells under the device"", ""C"": ""Adjusting the focus of the device"", ""D"": ""Transferring sample into the device""}","""B""",D,D,D,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 50uL from well A1"",
    ""insert slide into Countess II""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""slide"",
    ""Countess II""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取50微升液体到A1孔"",
    ""将带有样本的玻片插入Countess II""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a well"",
    ""press a button on the Countess II""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""well plate"",
    ""Countess II""
  ],
  ""tool_object_interaction"": [
    ""pipette tip contacts the well to dispense liquid"",
    ""finger presses the button on the Countess II interface""
  ]
}
```"
57982_clip_54_operation,videos/level_1/57982/clip_54.mp4,What is the person doing with the sample plate in the qPCR machine?,"{""A"": ""Placing an empty plate into the holder"", ""B"": ""Preparing it for reagent addition"", ""C"": ""Loading it into the machine"", ""D"": ""Removing it after analysis""}","""C""",C,C,C,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""remove a component from a machine""],
  ""objects_manipulated"": [""component of a machine""],
  ""tool_object_interaction"": [""gloved hand holding the component""]
}
```","```json
{
  ""actions_performed"": [""insert sample tray into the instrument""],
  ""objects_manipulated"": [""sample tray"", ""instrument""],
  ""tool_object_interaction"": [""hand in green glove places the sample tray into the designated slot of the instrument""]
}
```"
53009_clip_33_operation,videos/level_1/53009/clip_33.mp4,What is the person doing with the shuttle boxes between testing sessions?,"{""A"": ""Inspecting for visible residue"", ""B"": ""Wiping down the surfaces"", ""C"": ""Removing objects from inside"", ""D"": ""Adjusting the position of the boxes""}","""B""",B,B,B,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""open door to animal enclosure"",
    ""place food container into enclosure"",
    ""close door to animal enclosure""
  ],
  ""objects_manipulated"": [
    ""animal enclosure door"",
    ""food container""
  ],
  ""tool_object_interaction"": [
    ""door handle is used to open and close the door"",
    ""food container is placed inside the enclosure""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""slides a metal tray into a larger metal structure"",
    ""closes a metal door on the structure""
  ],
  ""objects_manipulated"": [
    ""metal tray"",
    ""metal door""
  ],
  ""tool_object_interaction"": [
    ""the metal tray is inserted into a slot within the larger metal structure"",
    ""the metal door is closed, likely to secure the tray inside""
  ]
}
```"
53009_clip_19_operation,videos/level_1/53009/clip_19.mp4,What is the person doing with the guillotine door?,"{""A"": ""Adjusting its height during reinforcement"", ""B"": ""Allowing it to remain open"", ""C"": ""Opening it upon lever approach"", ""D"": ""Closing it after lever approach""}","""B""",C,D,C,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [""insert mouse into cage""],
  ""objects_manipulated"": [""mouse"", ""cage""],
  ""tool_object_interaction"": [""hand wearing glove places mouse inside metal cage""]
}
```","```json
{
  ""actions_performed"": [
    ""inserts a small object into a cage""
  ],
  ""objects_manipulated"": [
    ""small object with a red cap"",
    ""metal cage with a grid floor""
  ],
  ""tool_object_interaction"": [
    ""hand uses a small object to interact with the cage's interior""
  ]
}
```"
53009_clip_24_operation,videos/level_1/53009/clip_24.mp4,What is the person doing with the lab equipment?,"{""A"": ""Rinsing under running water"", ""B"": ""Cleaning with disinfecting detergent"", ""C"": ""Wiping with a dry cloth"", ""D"": ""Organizing on the work surface""}","""B""",B,C,C,1.0,0.0,0.0,"```json
{
  ""actions_performed"": [""place paper towel on surface"", ""fold paper towel""],
  ""objects_manipulated"": [""paper towel""],
  ""tool_object_interaction"": [""gloved hands fold paper towel""]
}
```","```json
{
  ""actions_performed"": [
    ""wipes the surface of the biosafety cabinet""
  ],
  ""objects_manipulated"": [
    ""brown paper towel""
  ],
  ""tool_object_interaction"": [
    ""paper towel is used to wipe the interior surface of the biosafety cabinet""
  ]
}
```"
59155_clip_29_operation,videos/level_1/59155/clip_29.mp4,What substance is being added to the Erlenmeyer flask containing the magnetic stir bar?,"{""A"": ""The magnetic stir bar"", ""B"": ""95% ethanol"", ""C"": ""Distilled water"", ""D"": ""The crude product""}","""D""",B,B,B,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL into conical flask""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""conical flask""
  ],
  ""tool_object_interaction"": [
    ""The pipette is used to transfer a precise volume of liquid from one container to another.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a conical flask""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""conical flask""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into the conical flask""
  ]
}
```"
59155_clip_38_operation,videos/level_1/59155/clip_38.mp4,What is the person doing with the separatory funnel?,"{""A"": ""Extracting the aqueous phase with dichloromethane"", ""B"": ""Mixing the layers without separation"", ""C"": ""Adding dichloromethane to the organic phase"", ""D"": ""Draining the organic layer from the mixture""}","""A""",D,D,D,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [""pipette 100uL from conical flask""],
  ""objects_manipulated"": [""pipette"", ""conical flask""],
  ""tool_object_interaction"": [""pipette吸取溶液至量筒中""]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a conical flask""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""conical flask""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into the conical flask""
  ]
}
```"
59155_clip_30_operation,videos/level_1/59155/clip_30.mp4,What is the person doing with the flask at the hot plate?,"{""A"": ""Adjusting its position while already on the hot plate"", ""B"": ""Placing it on the hot plate surface"", ""C"": ""Stirring its contents while positioned on the hot plate"", ""D"": ""Removing it from the hot plate""}","""B""",C,C,B,0.0,0.0,1.0,"```json
{
  ""actions_performed"": [""stirring solution in flask""],
  ""objects_manipulated"": [""conical flask containing orange liquid""],
  ""tool_object_interaction"": [""magnetic stirrer bar is rotating inside the flask""]
}
```","```json
{
  ""actions_performed"": [
    ""heat the solution in the Erlenmeyer flask""
  ],
  ""objects_manipulated"": [
    ""Erlenmeyer flask containing an orange solution""
  ],
  ""tool_object_interaction"": [
    ""The Erlenmeyer flask is placed on a hot plate covered with aluminum foil, indicating the use of heat to manipulate the solution.""
  ]
}
```"
57774_clip_11_operation,videos/level_1/57774/clip_11.mp4,What is the person doing with the VRC tube immediately after warming it?,"{""A"": ""Removing its cap before transfer"", ""B"": ""Placing it in a tube rack"", ""C"": ""Vortexing it for five seconds"", ""D"": ""Shaking it gently end-to-end""}","""C""",A,A,A,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from well A1 into tube"",
    ""pipette 100uL from tube into well B1""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""tube"",
    ""well A1"",
    ""well B1""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体到管中"",
    ""pipette吸取100微升液体到孔B1中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a microtube""
  ],
  ""objects_manipulated"": [
    ""microtube"",
    ""pipette""
  ],
  ""tool_object_interaction"": [
    ""pipette tip inserts into microtube""
  ]
}
```"
57774_clip_24_operation,videos/level_1/57774/clip_24.mp4,What is the person doing with the tube in relation to the roller drum?,"{""A"": ""Adjusting the roller drum position with the tube"", ""B"": ""Removing it from the roller drum"", ""C"": ""Rotating the roller drum with the tube"", ""D"": ""Placing it on the roller drum""}","""D""",D,D,D,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""adjust temperature setting on incubator""
  ],
  ""objects_manipulated"": [
    ""incubator temperature control panel""
  ],
  ""tool_object_interaction"": [
    ""pressing buttons to set temperature to 30°C""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""turn on the incubator shaker""
  ],
  ""objects_manipulated"": [
    ""incubator shaker""
  ],
  ""tool_object_interaction"": [
    ""hand presses the power button on the incubator shaker""
  ]
}
```"
57774_clip_9_operation,videos/level_1/57774/clip_9.mp4,What is the person doing with the VRC solution?,"{""A"": ""Thawing it at 65°C"", ""B"": ""Storing it at -20°C"", ""C"": ""Cooling it on ice"", ""D"": ""Mixing it with a vortex""}","""A""",D,D,D,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [""pipette 100uL onto well A1""],
  ""objects_manipulated"": [""pipette"", ""well A1""],
  ""tool_object_interaction"": [""pipette吸取100微升液体并注入到A1孔中""]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a well""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""well plate""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into a well""
  ]
}
```"
64100_clip_19_operation,videos/level_1/64100/clip_19.mp4,What is the person doing with the plate during incubation?,"{""A"": ""Tilting it at an angle"", ""B"": ""Inverting it repeatedly"", ""C"": ""Rotating it gently"", ""D"": ""Swirling it in circular motions""}","""C""",C,C,C,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""place a tray on a magnetic stirrer""],
  ""objects_manipulated"": [""tray with multiple wells""],
  ""tool_object_interaction"": [""the tray is placed on the magnetic stirrer to mix its contents""]
}
```","```json
{
  ""actions_performed"": [
    ""place the multi-well plate on the shaker""
  ],
  ""objects_manipulated"": [
    ""multi-well plate"",
    ""shaker""
  ],
  ""tool_object_interaction"": [
    ""the multi-well plate is positioned on the surface of the shaker""
  ]
}
```"
64100_clip_11_operation,videos/level_1/64100/clip_11.mp4,What is the person doing with the pipette?,"{""A"": ""Dispensing liquid into individual wells"", ""B"": ""Pouring liquid across all wells simultaneously"", ""C"": ""Mixing the contents of adjacent wells"", ""D"": ""Withdrawing liquid from the wells""}","""A""",A,A,A,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""place pipette into stand"", ""position microplate on table""],
  ""objects_manipulated"": [""pipette"", ""microplate""],
  ""tool_object_interaction"": [""pipette is inserted into stand to prevent accidental movement"", ""microplate is placed on table for easy access during experiment""]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a well plate""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""well plate""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into a well of the plate""
  ]
}
```"
64100_clip_34_operation,videos/level_1/64100/clip_34.mp4,What is the person doing with the ice around the vibratome chamber?,"{""A"": ""Surrounding the chamber exterior with ice"", ""B"": ""Packing ice on top of the chamber lid"", ""C"": ""Placing ice inside the chamber with the sample"", ""D"": ""Cooling the chamber before adding HBSS""}","""A""",D,D,D,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette liquid into a well"",
    ""insert a slide into a microscope""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""slide"",
    ""microscope""
  ],
  ""tool_object_interaction"": [
    ""The pipette is used to transfer liquid from one container to another within the well."",
    ""The slide is carefully placed into the microscope for examination.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid onto a yellow sample"",
    ""place the pipette tip into a waste container""
  ],
  ""objects_manipulated"": [
    ""yellow sample"",
    ""pipette tip"",
    ""waste container""
  ],
  ""tool_object_interaction"": [
    ""pipette tip dispenses liquid onto the yellow sample"",
    ""pipette tip is discarded into the waste container""
  ]
}
```"
54664_clip_20_operation,videos/level_1/54664/clip_20.mp4,What is the person doing with the pipette in the cell culture plate?,"{""A"": ""Removing 100 microliters of medium from a well"", ""B"": ""Adding 100 microliters of medium to a well"", ""C"": ""Mixing the contents of a well by pipetting"", ""D"": ""Transferring medium between two wells""}","""A""",B,B,B,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL onto well A1""
  ],
  ""objects_manipulated"": [
    ""microplate"",
    ""pipette tip"",
    ""sample""
  ],
  ""tool_object_interaction"": [
    ""The pipette tip is inserted into the sample container and then moved to the microplate well A1.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a well plate""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""well plate"",
    ""liquid""
  ],
  ""tool_object_interaction"": [
    ""pipette tip inserts into well"",
    ""liquid is dispensed into well""
  ]
}
```"
54664_clip_21_operation,videos/level_1/54664/clip_21.mp4,What is the person doing with the multi-well plate?,"{""A"": ""Mixing the contents by swirling the plate"", ""B"": ""Discarding liquid while keeping solid contents undisturbed"", ""C"": ""Removing solid material with a pipette"", ""D"": ""Adding fresh medium to the wells""}","""B""",C,D,C,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from tube into well A1"",
    ""pipette 100uL from tube into well A2""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""tube"",
    ""microplate"",
    ""well A1"",
    ""well A2""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体注入微孔板的A1和A2孔中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a well plate"",
    ""withdraw liquid from a well plate""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""well plate"",
    ""liquid sample""
  ],
  ""tool_object_interaction"": [
    ""pipette tip inserts into well plate"",
    ""pipette withdraws liquid from well plate""
  ]
}
```"
54664_clip_6_operation,videos/level_1/54664/clip_6.mp4,What is the person doing with the powder?,"{""A"": ""Stirring the powder into deionized water"", ""B"": ""Pouring deionized water onto the powder"", ""C"": ""Measuring one milligram of powder on a balance"", ""D"": ""Adding one milligram of powder to deionized water""}","""D""",C,C,B,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from tube into well A1""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""tube"",
    ""well A1""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体并注入A1孔中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a test tube""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""test tube"",
    ""test tube rack""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into the test tube"",
    ""pipette is used to transfer liquid""
  ]
}
```"
50946_clip_8_operation,videos/level_1/50946/clip_8.mp4,What is the person doing with the Diphenyl alanine peptide?,"{""A"": ""Stirring it after mixing with HFP"", ""B"": ""Measuring its powder mass"", ""C"": ""Dissolving it in HFP solvent"", ""D"": ""Transferring HFP solvent near it""}","""C""",C,C,C,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""pipette 200uL from vial into test tube"",
    ""pipette 200uL from test tube into well""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""vial"",
    ""test tube"",
    ""test tube rack""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取200微升液体注入试管"",
    ""pipette吸取200微升液体注入测试管""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""attach pipette tip to pipette"",
    ""pipette liquid into test tube""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""pipette tip"",
    ""test tube"",
    ""pipette tip rack""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into pipette"",
    ""pipette tip is used to transfer liquid into test tube""
  ]
}
```"
50946_clip_3_operation,videos/level_1/50946/clip_3.mp4,What is the researcher doing with the pipettes immediately after measuring the peptide solutions?,"{""A"": ""Setting down the pipettes after measurement without blending"", ""B"": ""Combining both measured solutions into one mixture"", ""C"": ""Transferring one solution to a separate container without mixing"", ""D"": ""Measuring additional volumes before combining""}","""B""",B,B,B,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [],
  ""objects_manipulated"": [""test tubes""],
  ""tool_object_interaction"": []
}
```","```json
{
  ""actions_performed"": [
    ""mix contents in test tube""
  ],
  ""objects_manipulated"": [
    ""test tube with blue and pink spheres""
  ],
  ""tool_object_interaction"": [
    ""shaking or stirring motion applied to test tube""
  ]
}
```"
